"outcome","label","filename"
"Improvement","primary","14651858.CD006810.pub3"
"Healing of wounds","primary","14651858.CD006810.pub3"
"Overall surgical intervention","primary","14651858.CD006810.pub3"
"Amputation","primary","14651858.CD006810.pub3"
"Occurrence of side effects","secondary","14651858.CD006810.pub3"
"Days with systemic antibiotics","secondary","14651858.CD006810.pub3"
"Days of hospital stay","secondary","14651858.CD006810.pub3"
"White blood cell count","secondary","14651858.CD006810.pub3"
"Overall survival","primary","14651858.CD006812.pub3"
"Progression-free survival","secondary","14651858.CD006812.pub3"
"G3-4 Nausea/vomiting","secondary","14651858.CD006812.pub3"
"Diarrhoea and other GI","secondary","14651858.CD006812.pub3"
"Haematological","secondary","14651858.CD006812.pub3"
"Genitourinary","secondary","14651858.CD006812.pub3"
"Cardiovascular","secondary","14651858.CD006812.pub3"
"Hepatic","secondary","14651858.CD006812.pub3"
"Neuropathy","secondary","14651858.CD006812.pub3"
"G3-4 Gastrointestinal","secondary","14651858.CD006812.pub3"
"Mortality","primary","14651858.CD006819.pub2"
"Serum creatinine","secondary","14651858.CD006819.pub2"
"Blood pressure","secondary","14651858.CD006819.pub2"
"Serum bicarbonate","secondary","14651858.CD006819.pub2"
"Serum lactate","secondary","14651858.CD006819.pub2"
"Serum base excess","secondary","14651858.CD006819.pub2"
"Serum pH","secondary","14651858.CD006819.pub2"
"carbon dioxide partial pressure","secondary","14651858.CD006819.pub2"
"Serum electrolytes","secondary","14651858.CD006819.pub2"
"Hypotensive events","secondary","14651858.CD006819.pub2"
"Central venous pressure","secondary","14651858.CD006819.pub2"
"Cardiovascular complications","secondary","14651858.CD006819.pub2"
"Mean days to wellness (normal saline plus standard therapy versus standard therapy)","primary","14651858.CD006821.pub3"
"Antibiotic usage (normal saline plus standard therapy versus standard therapy)","secondary","14651858.CD006821.pub3"
"Change in croup score","primary","14651858.CD006822.pub6"
"Mean croup score at 20 minutes","primary","14651858.CD006822.pub6"
"Mean respiratory rate at 20 minutes","secondary","14651858.CD006822.pub6"
"Mean oxygen saturation at 20 minutes","secondary","14651858.CD006822.pub6"
"Mean heart rate at 20 minutes","secondary","14651858.CD006822.pub6"
"Change in croup score at 60 minutes","primary","14651858.CD006822.pub6"
"Change in croup score at 120 minutes","primary","14651858.CD006822.pub6"
"Mean Taussig croup score at 60 minutes","primary","14651858.CD006822.pub6"
"Mean Taussig croup score at 120 minutes","secondary","14651858.CD006822.pub6"
"Mean respiratory rate at 60 minutes","secondary","14651858.CD006822.pub6"
"Mean respiratory rate at 120 minutes","secondary","14651858.CD006822.pub6"
"Proportion of children hospitalised","secondary","14651858.CD006822.pub6"
"Proportion of re-presentations to emergency department","secondary","14651858.CD006822.pub6"
"Need for rescue epinephrine (adrenaline)","secondary","14651858.CD006822.pub6"
"Seroma","secondary","14651858.CD006823.pub2"
"SeromaaEUR""breast-conserving therapy","secondary","14651858.CD006823.pub2"
"SeromaaEUR""mastectomy","primary","14651858.CD006823.pub2"
"SeromaaEUR""Somers and Soon excluded","secondary","14651858.CD006823.pub2"
"Infection","secondary","14651858.CD006823.pub2"
"Lymphoedema","secondary","14651858.CD006823.pub2"
"Length of hospital stay","secondary","14651858.CD006823.pub2"
"Length of hospital stay (Cameron and Classe)","secondary","14651858.CD006823.pub2"
"Number of postoperative seroma aspirations","secondary","14651858.CD006823.pub2"
"Volume of postoperative seroma aspirations","secondary","14651858.CD006823.pub2"
"Haematoma","secondary","14651858.CD006823.pub2"
"Occurrence of CIP/CIM","primary","14651858.CD006832.pub3"
"Duration of mechanical ventilation","secondary","14651858.CD006832.pub3"
"Duration of ICU stay","secondary","14651858.CD006832.pub3"
"Death","secondary","14651858.CD006832.pub3"
"Serious adverse events","secondary","14651858.CD006832.pub3"
"Serious adverse events (dichotomous data)","secondary","14651858.CD006832.pub3"
"Serious adverse events (continuous data)","secondary","14651858.CD006832.pub3"
"Time to loss of eyelash reflex (seconds)","primary","14651858.CD006837.pub3"
"Cough","secondary","14651858.CD006837.pub3"
"Laryngospasm","secondary","14651858.CD006837.pub3"
"Breath holding","secondary","14651858.CD006837.pub3"
"Apneoa","secondary","14651858.CD006837.pub3"
"Patient movement","secondary","14651858.CD006837.pub3"
"Salivation","secondary","14651858.CD006837.pub3"
"Bradycardia","secondary","14651858.CD006837.pub3"
"FEV1 post-intervention [% predicted]","primary","14651858.CD006842.pub5"
"FEV1 change from baseline [% predicted]","primary","14651858.CD006842.pub5"
"FEF25-75 post intervention [% predicted]","primary","14651858.CD006842.pub5"
"FEF25-75 change from baseline [% predicted]","primary","14651858.CD006842.pub5"
"FVC post intervention [% predicted]","primary","14651858.CD006842.pub5"
"FVC change from baseline [% predicted]","primary","14651858.CD006842.pub5"
"Sputum volume [ml]","secondary","14651858.CD006842.pub5"
"Sputum weight [g]","secondary","14651858.CD006842.pub5"
"Quality of life indices","secondary","14651858.CD006842.pub5"
"Number of hospitalizations","secondary","14651858.CD006842.pub5"
"Pulmonary exacerbations (at 1 year)","secondary","14651858.CD006842.pub5"
"Exercise performance % change from baseline","secondary","14651858.CD006842.pub5"
"Participant satisfaction","secondary","14651858.CD006842.pub5"
"FEF25-75 absolute post-treatment values [% predicted]","primary","14651858.CD006842.pub5"
"FVC post-intervention [% predicted]","primary","14651858.CD006842.pub5"
"Sputum volume [g]","secondary","14651858.CD006842.pub5"
"Sputum weight (wet) [g]","secondary","14651858.CD006842.pub5"
"FEV1 post intervention [% predicted]","primary","14651858.CD006842.pub5"
"FVC [% predicted]","primary","14651858.CD006842.pub5"
"Residual volume [% change from baseline]","secondary","14651858.CD006842.pub5"
"Sputum weight (dry) [g]","secondary","14651858.CD006842.pub5"
"Six minute walking distance [metres]","secondary","14651858.CD006842.pub5"
"Oxygen saturation (SaO2 ) [% change from baseline]","secondary","14651858.CD006842.pub5"
"Days of hospitalization","secondary","14651858.CD006842.pub5"
"Patient satisfaction / overall preference (short term)","secondary","14651858.CD006842.pub5"
"Patient satisfaction / overall preference (long term)","secondary","14651858.CD006842.pub5"
"FEV1 [% predicted]","primary","14651858.CD006842.pub5"
"FEF25-75 [% predicted]","primary","14651858.CD006842.pub5"
"Treatment satisfaction (long term)","secondary","14651858.CD006842.pub5"
"Preterm birth < 37 weeks","primary","14651858.CD006843.pub3"
"Preterm birth < 34 weeks","secondary","14651858.CD006843.pub3"
"Preterm birth < 32 weeks","secondary","14651858.CD006843.pub3"
"Preterm birth < 28 weeks","secondary","14651858.CD006843.pub3"
"Gestational age at delivery","secondary","14651858.CD006843.pub3"
"Birthweight < 2500 g","secondary","14651858.CD006843.pub3"
"Perinatal death (fetal death and neonatal death)","secondary","14651858.CD006843.pub3"
"Maternal hospitalization","secondary","14651858.CD006843.pub3"
"Tocolysis","secondary","14651858.CD006843.pub3"
"Steroids for fetal lung maturity","secondary","14651858.CD006843.pub3"
"Time to evaluate","secondary","14651858.CD006843.pub3"
"Respiratory distress syndrome","secondary","14651858.CD006843.pub3"
"Neonatal intensive care unit admission","secondary","14651858.CD006843.pub3"
"Economic analysis (hospitalization charges)","secondary","14651858.CD006843.pub3"
"HR Overall survival","primary","14651858.CD006847.pub2"
"HR Progression-free survival","primary","14651858.CD006847.pub2"
"1-year survival rate","secondary","14651858.CD006847.pub2"
"Skin rash","secondary","14651858.CD006847.pub2"
"Pruritus","secondary","14651858.CD006847.pub2"
"Diarrhoea","primary","14651858.CD006847.pub2"
"Constipation","secondary","14651858.CD006847.pub2"
"Nausea","secondary","14651858.CD006847.pub2"
"Vomiting","secondary","14651858.CD006847.pub2"
"Anorexia","secondary","14651858.CD006847.pub2"
"Fatigue","secondary","14651858.CD006847.pub2"
"Asthenia","secondary","14651858.CD006847.pub2"
"Respiratory tract infection","secondary","14651858.CD006847.pub2"
"Dyspnoea","secondary","14651858.CD006847.pub2"
"Anaemia","secondary","14651858.CD006847.pub2"
"Abdominal pain","secondary","14651858.CD006847.pub2"
"Increased ALT","secondary","14651858.CD006847.pub2"
"Increased AST","secondary","14651858.CD006847.pub2"
"Neutropenia","secondary","14651858.CD006847.pub2"
"Thrombocytopaenia","secondary","14651858.CD006847.pub2"
"Overall response rate","secondary","14651858.CD006847.pub2"
"Disease control rate","secondary","14651858.CD006847.pub2"
"Neurotoxicity","secondary","14651858.CD006847.pub2"
"Leukopenia","secondary","14651858.CD006847.pub2"
"Febrile neutropenia","secondary","14651858.CD006847.pub2"
"Stomatitis","secondary","14651858.CD006847.pub2"
"Arthralgia/myalgia","secondary","14651858.CD006847.pub2"
"Peripheral oedema","secondary","14651858.CD006847.pub2"
"Cough","secondary","14651858.CD006847.pub2"
"Thrombocytopenia","secondary","14651858.CD006847.pub2"
"Hypokalaemia","secondary","14651858.CD006847.pub2"
"Pyrexia","secondary","14651858.CD006847.pub2"
"FACT-L QOL improvement rate","secondary","14651858.CD006847.pub2"
"LCS QOL improvement rate","secondary","14651858.CD006847.pub2"
"TOI QOL improvement rate","secondary","14651858.CD006847.pub2"
"PSI QOL improvement rate","secondary","14651858.CD006847.pub2"
"HR Overall survival = 1st line","primary","14651858.CD006847.pub2"
"HR Overall survival = 2nd line","primary","14651858.CD006847.pub2"
"HR Overall survival = Maintenance","primary","14651858.CD006847.pub2"
"HR Progression-free survival = 1st line","primary","14651858.CD006847.pub2"
"HR Progression-free survival = 2nd line","primary","14651858.CD006847.pub2"
"HR Progression-free survival = Maintenance","primary","14651858.CD006847.pub2"
"Stable disease","secondary","14651858.CD006847.pub2"
"Acne","secondary","14651858.CD006847.pub2"
"Partial response","secondary","14651858.CD006847.pub2"
"FACT-L Symptom improvement rate","secondary","14651858.CD006847.pub2"
"1-year progression-free survival","secondary","14651858.CD006847.pub2"
"Quality of life (PedsQL scores)","primary","14651858.CD006850.pub3"
"Risk of success at 2 years","secondary","14651858.CD006850.pub3"
"Risk of success at 3 years","secondary","14651858.CD006850.pub3"
"Risk of success at 5 years","secondary","14651858.CD006850.pub3"
"Quality of life (PedsQL score)","primary","14651858.CD006850.pub3"
"Risk of success at 4 years","secondary","14651858.CD006850.pub3"
"Any adverse event","secondary","14651858.CD006850.pub3"
"Adverse event back pain","primary","14651858.CD006850.pub3"
"Risk of success per protocol at 2-9 years","secondary","14651858.CD006850.pub3"
"Risk of success intention to treat at 2-9 years","secondary","14651858.CD006850.pub3"
"Presence of PHN 6 months after the onset of the acute herpetic rash","primary","14651858.CD006866.pub3"
"Presence of PHN 4 months after the onset of the acute herpetic rash","secondary","14651858.CD006866.pub3"
"Presence of PHN 1 month after the onset of the acute herpetic rash","secondary","14651858.CD006866.pub3"
"Adverse events","secondary","14651858.CD006866.pub3"
"Presence of PHN","primary","14651858.CD006866.pub3"
"Adults 49 years of age or less","secondary","14651858.CD006866.pub3"
"Adults aged 50 years or more","secondary","14651858.CD006866.pub3"
"Leaving the study early","secondary","14651858.CD006868.pub3"
"Mental state: 1. Total - average score (PANSS total endpoint, high = poor)","secondary","14651858.CD006868.pub3"
"Mental state: 2. Positive symptoms - average score (PANSS positive endpoint, high = poor)","secondary","14651858.CD006868.pub3"
"Mental state: 3a. Negative symptoms - average score (PANSS negative endpoint, high = poor)","secondary","14651858.CD006868.pub3"
"Mental state: 3b. Negative symptoms - not improved (PANSS negative symptom reduction less than 20% - 40%)","secondary","14651858.CD006868.pub3"
"Satisfaction with care: 1. Average endpoint score (CAT, high = good)","secondary","14651858.CD006868.pub3"
"Quality of life: 1. Average endpoint score (MANSA, high = good)","secondary","14651858.CD006868.pub3"
"PTSD diagnosis post-treatment","primary","14651858.CD006869.pub3"
"PTSD diagnosis 3aEUR""6 months","primary","14651858.CD006869.pub3"
"PTSD diagnosis 7aEUR""12 months","primary","14651858.CD006869.pub3"
"Dropouts from treatment","primary","14651858.CD006869.pub3"
"Severity of PTSD symptoms post-treatment","secondary","14651858.CD006869.pub3"
"Severity of PTSD symptoms: 3aEUR""6 months","secondary","14651858.CD006869.pub3"
"Severity of PTSD symptoms: 7aEUR""12 months","secondary","14651858.CD006869.pub3"
"Severity of depressive symptoms post-treatment","secondary","14651858.CD006869.pub3"
"Severity of depressive symptoms at 3aEUR""6 months","secondary","14651858.CD006869.pub3"
"Severity of depressive symptoms at 7aEUR""12 months","secondary","14651858.CD006869.pub3"
"Severity of anxiety symptoms post-treatment","secondary","14651858.CD006869.pub3"
"Severity of anxiety symptoms at 3aEUR""6 months","secondary","14651858.CD006869.pub3"
"Severity of anxiety symptoms at 7aEUR""12 months","secondary","14651858.CD006869.pub3"
"Severity of PTSD symptoms at 3aEUR""6 months","secondary","14651858.CD006869.pub3"
"Severity of PTSD symptoms at 7aEUR""12 months","secondary","14651858.CD006869.pub3"
"Severity of depression symptoms post-treatment","secondary","14651858.CD006869.pub3"
"General functioning post-treatment","secondary","14651858.CD006869.pub3"
"General functioning at 3aEUR""6 months","secondary","14651858.CD006869.pub3"
"General functioning at 7aEUR""12 months","secondary","14651858.CD006869.pub3"
"Overall survival (OS)_modern chemotherapy (CTX) vs 5-fluorouracil (5FU)","primary","14651858.CD006875.pub3"
"Progression-free survival (PFS)_modern CTX vs 5FU","primary","14651858.CD006875.pub3"
"Overall response rate (ORR)_modern CTX vs 5FU","secondary","14651858.CD006875.pub3"
"Serious adverse events (SAE)_modern CTX vs 5FU","secondary","14651858.CD006875.pub3"
"OS_irino combination (combo)","primary","14651858.CD006875.pub3"
"PFS_irino combo","primary","14651858.CD006875.pub3"
"ORR_irino combo","secondary","14651858.CD006875.pub3"
"SAE_irino combo","secondary","14651858.CD006875.pub3"
"OS_bevacizumab (beva) combo","primary","14651858.CD006875.pub3"
"PFS_beva combo","primary","14651858.CD006875.pub3"
"ORR_beva combo","secondary","14651858.CD006875.pub3"
"SAE_beva combo","secondary","14651858.CD006875.pub3"
"OS_FOLFIRI targeted","primary","14651858.CD006875.pub3"
"PFS_FOLFIRI targeted","primary","14651858.CD006875.pub3"
"ORR_FOLFIRI targeted","secondary","14651858.CD006875.pub3"
"SAE_FOLFIRI targeted","secondary","14651858.CD006875.pub3"
"OS_FOLFOX targeted","primary","14651858.CD006875.pub3"
"PFS_FOLFOX targeted","primary","14651858.CD006875.pub3"
"ORR_FOLFOX targeted","secondary","14651858.CD006875.pub3"
"SAE_FOLFOX targeted","secondary","14651858.CD006875.pub3"
"OS_irino fraction","primary","14651858.CD006875.pub3"
"PFS_irino fraction","secondary","14651858.CD006875.pub3"
"ORR_irino fraction","secondary","14651858.CD006875.pub3"
"SAE_irino fraction","secondary","14651858.CD006875.pub3"
"OS_FOLFIRI + beva vs other targeted","primary","14651858.CD006875.pub3"
"PFS_FOLFIRI + beva vs other targeted","primary","14651858.CD006875.pub3"
"ORR_FOLFIRI + beva vs other targeted","secondary","14651858.CD006875.pub3"
"SAE_FOLFIRI + beva vs other targeted","secondary","14651858.CD006875.pub3"
"OS_FOLFOX + beva vs other targeted","primary","14651858.CD006875.pub3"
"PFS_FOLFOX + beva vs other targeted","primary","14651858.CD006875.pub3"
"ORR_FOLFOX + beva vs other targeted","secondary","14651858.CD006875.pub3"
"SAE_FOLFOX + beva vs other targeted","secondary","14651858.CD006875.pub3"
"Activities of daily living at the end of intervention phase","primary","14651858.CD006876.pub5"
"Activities of daily living at the end of intervention phase: subgroup analysis comparing acute and chronic phase","primary","14651858.CD006876.pub5"
"Arm function at the end of intervention phase","secondary","14651858.CD006876.pub5"
"Arm muscle strength at the end of intervention phase","secondary","14651858.CD006876.pub5"
"Acceptability: dropouts during intervention period","secondary","14651858.CD006876.pub5"
"Activities of daily living","primary","14651858.CD006876.pub5"
"Arm function","secondary","14651858.CD006876.pub5"
"Activities of daily living at the end of intervention phase: subgroup analysis comparing different device groups","primary","14651858.CD006876.pub5"
"Arm function at the end of intervention phase: subgroup analysis comparing different device groups","secondary","14651858.CD006876.pub5"
"Haemoglobin","primary","14651858.CD006881.pub2"
"Haematocrit","primary","14651858.CD006881.pub2"
"Serum albumin","secondary","14651858.CD006881.pub2"
"Triglycerides","secondary","14651858.CD006881.pub2"
"Adverse events","secondary","14651858.CD006881.pub2"
"Haemoglobin g/dL","primary","14651858.CD006881.pub2"
"Liver function","secondary","14651858.CD006881.pub2"
"Kidney function","secondary","14651858.CD006881.pub2"
"Lipid profile","secondary","14651858.CD006881.pub2"
"Change in serum albumin","secondary","14651858.CD006881.pub2"
"Adverse effects","secondary","14651858.CD006881.pub2"
"Plasma total protein","secondary","14651858.CD006881.pub2"
"Prealbumin","secondary","14651858.CD006881.pub2"
"Transferrin","secondary","14651858.CD006881.pub2"
"Antifibrinolytics vs placebo","secondary","14651858.CD006883.pub3"
"Antifibrinolytic vs antifibrinolytic","secondary","14651858.CD006883.pub3"
"CVD events","primary","14651858.CD006887.pub4"
"CVD events, excluding Bucher 2010","primary","14651858.CD006887.pub4"
"Total cholesterol","primary","14651858.CD006887.pub4"
"Low-density lipoprotein cholesterol","primary","14651858.CD006887.pub4"
"Systolic blood pressure","primary","14651858.CD006887.pub4"
"Diastolic blood pressure","primary","14651858.CD006887.pub4"
"Change in multivariable CVD risk","primary","14651858.CD006887.pub4"
"Adverse events (investigator defined)","primary","14651858.CD006887.pub4"
"Anxiety","primary","14651858.CD006887.pub4"
"New/intensified lipid-lowering medication","secondary","14651858.CD006887.pub4"
"New/intensified antihypertensive medication","secondary","14651858.CD006887.pub4"
"New aspirin","secondary","14651858.CD006887.pub4"
"Medication adherence","secondary","14651858.CD006887.pub4"
"Smoking cessation","secondary","14651858.CD006887.pub4"
"Exercise","secondary","14651858.CD006887.pub4"
"Decisional conflict","secondary","14651858.CD006887.pub4"
"Total cholesterol by decision support use","primary","14651858.CD006887.pub4"
"Low-density lipoprotein cholesterol by decision support","primary","14651858.CD006887.pub4"
"Systolic blood pressure by decision support use","primary","14651858.CD006887.pub4"
"Diastolic blood pressure by decision support use","primary","14651858.CD006887.pub4"
"Change in multivariable CVD risk by decision support","primary","14651858.CD006887.pub4"
"Total cholesterol by health IT use","primary","14651858.CD006887.pub4"
"Low-density lipoprotein cholesterol by health IT use","primary","14651858.CD006887.pub4"
"Systolic blood pressure by health IT use","primary","14651858.CD006887.pub4"
"Diastolic blood pressure by health IT use","primary","14651858.CD006887.pub4"
"Change in multivariable CVD risk by health IT use","primary","14651858.CD006887.pub4"
"Total cholesterol by risk status","primary","14651858.CD006887.pub4"
"Low-density lipoprotein cholesterol by risk status","primary","14651858.CD006887.pub4"
"Systolic blood pressure by risk status","primary","14651858.CD006887.pub4"
"Diastolic blood pressure by risk status","primary","14651858.CD006887.pub4"
"Change in multivariable CVD risk by risk status","primary","14651858.CD006887.pub4"
"Multivariable CVD risk","primary","14651858.CD006887.pub4"
"Absolute claudication distance (expressed as kilocalories) at the end of the study","primary","14651858.CD006888.pub3"
"Absolute claudication distance (expressed as kilocalories) after 24 weeks","primary","14651858.CD006888.pub3"
"Absolute claudication distance (expressed as kilocalories) after 12 to 16 weeks","primary","14651858.CD006888.pub3"
"Absolute claudication distance (expressed as kilocalories) after 6 to 8 weeks","secondary","14651858.CD006888.pub3"
"Initial claudication distance (expressed as kilocalories) at the end of the study","secondary","14651858.CD006888.pub3"
"Initial claudication distance (expressed as kilocalories) after 24 weeks","secondary","14651858.CD006888.pub3"
"Initial claudication distance (expressed as kilocalories) after 12 to 16 weeks","secondary","14651858.CD006888.pub3"
"Initial claudication distance (expresses as kilocalories) after 6 to 8 weeks","secondary","14651858.CD006888.pub3"
"Ankle brachial index and ankle pressure at the end of study","secondary","14651858.CD006888.pub3"
"Quality of life (expressed as a Visual Analoque Scale for complaints)","secondary","14651858.CD006888.pub3"
"The number of participants who were diagnosed with acute URTIs: at least 1 event (age)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTIs: at least 1 event (treatment dose)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTIs: at least 1 event (treatment duration)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTIs: at least 1 event (type of comparator)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTI: at least 3 events (age)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTI: at least 3 events (treatment dose)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTI: at least 3 events (treatment duration)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTI: at least 3 events (type of comparator)","primary","14651858.CD006895.pub4"
"The incidence rate of acute URTIs (age)","primary","14651858.CD006895.pub4"
"The incidence rate of acute URTIs (treatment dose)","primary","14651858.CD006895.pub4"
"The incidence rate of acute URTIs (treatment duration)","primary","14651858.CD006895.pub4"
"The incidence rate of acute URTIs (type of comparator)","primary","14651858.CD006895.pub4"
"The mean duration of an episode of acute URTIs (age)","primary","14651858.CD006895.pub4"
"The mean duration of an episode of acute URTIs (treatment dose)","primary","14651858.CD006895.pub4"
"The mean duration of an episode of acute URTIs (treatment duration)","primary","14651858.CD006895.pub4"
"The number of participants who were absent from childcare centre, school, or work due to acute URTIs","secondary","14651858.CD006895.pub4"
"The number of participants who used antibiotics for acute URTIs (age)","secondary","14651858.CD006895.pub4"
"The number of participants who used antibiotics for acute URTIs (treatment dose)","secondary","14651858.CD006895.pub4"
"The number of participants who used antibiotics for acute URTIs (treatment duration)","secondary","14651858.CD006895.pub4"
"The number of participants who used antibiotics for acute URTIs (type of comparator)","secondary","14651858.CD006895.pub4"
"The number of participants who experienced at least 1 adverse event (age)","secondary","14651858.CD006895.pub4"
"The number of participants who experienced at least 1 adverse event (treatment dose)","secondary","14651858.CD006895.pub4"
"The number of participants who experienced at least 1 adverse event (treatment duration)","secondary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTIs: at least 1 eventA (treatment duration)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTIs: at least 3 events (age)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTIs: at least 3 events (treatment dose)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTIs: at least 3 events (treatment duration)","primary","14651858.CD006895.pub4"
"The number of participants who were diagnosed with acute URTIs: at least 3 events (type of comparator)","primary","14651858.CD006895.pub4"
"The number of participants who experienced time off from childcare centre, school, or work due to acute URTIs","secondary","14651858.CD006895.pub4"
"Preterm birth","primary","14651858.CD006896.pub2"
"Stillbirths/neonatal deaths","secondary","14651858.CD006896.pub2"
"Low birthweight","primary","14651858.CD006896.pub2"
"Mean birthweight (g)","primary","14651858.CD006896.pub2"
"Mean birth weight (sensitivity analysis-after removing Trigg 1976)","primary","14651858.CD006896.pub2"
"Pre-delivery anaemia","primary","14651858.CD006896.pub2"
"Mean pre-delivery haemoglobin level","primary","14651858.CD006896.pub2"
"Mean pre-delivery serum folate","primary","14651858.CD006896.pub2"
"Low pre-delivery serum folate","primary","14651858.CD006896.pub2"
"Mean red cell folate","primary","14651858.CD006896.pub2"
"Megaloblastic anaemia","secondary","14651858.CD006896.pub2"
"Treatment failure","primary","14651858.CD006897.pub4"
"Relapse","primary","14651858.CD006897.pub4"
"Time to re-exacerbation","primary","14651858.CD006897.pub4"
"Adverse effectaEUR""hyperglycaemia","primary","14651858.CD006897.pub4"
"Adverse effectaEUR""hypertension","primary","14651858.CD006897.pub4"
"Other adverse effectsaEUR""gastrointestinal tract bleeding, symptomatic gastrointestinal reflux, symptoms of congestive heart failure or ischaemic heart disease, sleep disturbance, fractures, depression","primary","14651858.CD006897.pub4"
"Mortality","secondary","14651858.CD006897.pub4"
"Length of hospitalisation","secondary","14651858.CD006897.pub4"
" FEV1 (L) (early)","secondary","14651858.CD006897.pub4"
" FEV1 % predicted (6 days)","secondary","14651858.CD006897.pub4"
"FVC (L) (early)","secondary","14651858.CD006897.pub4"
" FEV1 (L) end of treatment","secondary","14651858.CD006897.pub4"
" FEV1 % predicted 30 days","secondary","14651858.CD006897.pub4"
"FVC (L) end of treatment","secondary","14651858.CD006897.pub4"
" PaO2 (mmHg) (early)","secondary","14651858.CD006897.pub4"
" PaO2 (mmHg) end of treatment","secondary","14651858.CD006897.pub4"
" PaCO2 (mmHg)","secondary","14651858.CD006897.pub4"
"SymptomsaEUR""dyspnoea (early)","secondary","14651858.CD006897.pub4"
"SymptomsaEUR""dyspnoea (15 days)","secondary","14651858.CD006897.pub4"
"Quality of lifeaEUR""overall (6 days)","secondary","14651858.CD006897.pub4"
"Quality of lifeaEUR""overall (30 days)","secondary","14651858.CD006897.pub4"
"Chronic wounds completely healed","primary","14651858.CD006899.pub3"
" Total area epithelialised (cm2)","secondary","14651858.CD006899.pub3"
"Percentage of wound area healed","secondary","14651858.CD006899.pub3"
"Wound complications","secondary","14651858.CD006899.pub3"
"Adverse events","secondary","14651858.CD006899.pub3"
"Live birth rate per woman randomly assigned","primary","14651858.CD006900.pub3"
"Ovulation rate per woman randomly assigned","secondary","14651858.CD006900.pub3"
"Clinical pregnancy rate per woman randomly assigned","secondary","14651858.CD006900.pub3"
"Multiple pregnancy rate per woman randomly assigned","secondary","14651858.CD006900.pub3"
"Miscarriage rate per clinical pregnancy","secondary","14651858.CD006900.pub3"
"Preterm delivery rate per woman randomly assigned","secondary","14651858.CD006900.pub3"
"Vaginal delivery not achieved in 24 hours","primary","14651858.CD006901.pub3"
"Uterine hyperstimulation with FHR changes","primary","14651858.CD006901.pub3"
"Caesarean section","primary","14651858.CD006901.pub3"
"Serious neonatal morbidity/perinatal death","primary","14651858.CD006901.pub3"
"Serious maternal morbidity or death","primary","14651858.CD006901.pub3"
"Cervix unfavourable/unchanged after 12-24 hours","secondary","14651858.CD006901.pub3"
"Oxytocin augmentation","secondary","14651858.CD006901.pub3"
"Uterine hyperstimulation without FHR changes","secondary","14651858.CD006901.pub3"
"Epidural analgesia","secondary","14651858.CD006901.pub3"
"Instrumental vaginal delivery","secondary","14651858.CD006901.pub3"
"Meconium-stained liquor","secondary","14651858.CD006901.pub3"
"Apgar score < 7 at 5 minutes","secondary","14651858.CD006901.pub3"
"Neonatal intensive care unit admission","secondary","14651858.CD006901.pub3"
"Perinatal death","secondary","14651858.CD006901.pub3"
"Maternal side effects (all)","secondary","14651858.CD006901.pub3"
"Maternal side effects (nausea)","secondary","14651858.CD006901.pub3"
"Maternal side effects (headache)","secondary","14651858.CD006901.pub3"
"Maternal side effects (vomiting)","secondary","14651858.CD006901.pub3"
"Maternal side effects (diarrhoea)","secondary","14651858.CD006901.pub3"
"Postpartum haemorrhage","secondary","14651858.CD006901.pub3"
"Women not satisfied","secondary","14651858.CD006901.pub3"
"Additional induction agents used","secondary","14651858.CD006901.pub3"
"Serious maternal complications","secondary","14651858.CD006901.pub3"
"Analgesia requirement","secondary","14651858.CD006901.pub3"
"Additional induction agents required","secondary","14651858.CD006901.pub3"
"Oxyocin augmentation","secondary","14651858.CD006901.pub3"
"Uterine rupture","secondary","14651858.CD006901.pub3"
"Maternal side effects (nausea and vomiting)","secondary","14651858.CD006901.pub3"
"Other maternal side effect (puerperal pyrexia)","secondary","14651858.CD006901.pub3"
"State Anxiety (change scores)","primary","14651858.CD006902.pub3"
"Heart Rate","secondary","14651858.CD006902.pub3"
"Heart Rate (adequate randomization)","secondary","14651858.CD006902.pub3"
"Respiratory Rate","secondary","14651858.CD006902.pub3"
"Respiratory Rate (adequate randomization)","secondary","14651858.CD006902.pub3"
"Systolic Blood Pressure","secondary","14651858.CD006902.pub3"
"Diastolic Blood Pressure","secondary","14651858.CD006902.pub3"
"Mean Arterial Pressure","secondary","14651858.CD006902.pub3"
"Oxygen Saturation Level (change scores)","secondary","14651858.CD006902.pub3"
"Mortality","secondary","14651858.CD006902.pub3"
"Total duration of MV by type of unit","secondary","14651858.CD006904.pub3"
"Total duration of MV by type of approach","secondary","14651858.CD006904.pub3"
"Total duration of MV by type of protocol [log hours]","primary","14651858.CD006904.pub3"
