"group"	"DOI"	"Title"	"Year"
"children"	"10.1002/14651858.CD012163.pub2"	"Six‐month therapy for abdominal tuberculosis"	2016
"children"	"10.1002/14651858.CD011579.pub2"	"Hydroxyurea for reducing blood transfusion in non‐transfusion dependent beta thalassaemias"	2016
"children"	"10.1002/14651858.CD011248.pub2"	"Breastfeeding for procedural pain in infants beyond the neonatal period"	2016
"children"	"10.1002/14651858.CD010112.pub2"	"Polyunsaturated fatty acid supplementation in infancy for the prevention of allergy"	2016
"children_and_adults"	"10.1002/14651858.CD001446.pub5"	"Corticosteroids for Guillain‐Barré syndrome"	2016
"children"	"10.1002/14651858.CD005088.pub4"	"Bisphosphonate therapy for osteogenesis imperfecta"	2016
"children"	"10.1002/14651858.CD007272.pub2"	"Anaesthetic interventions for prevention of awareness during surgery"	2016
"children_and_adults"	"10.1002/14651858.CD009612.pub2"	"Nasal decongestants in monotherapy for the common cold"	2016
"children"	"10.1002/14651858.CD004483.pub3"	"Dental fillings for the treatment of caries in the primary dentition"	2016
"children"	"10.1002/14651858.CD010922.pub2"	"Hyperbaric oxygen therapy for people with autism spectrum disorder (ASD)"	2016
"children"	"10.1002/14651858.CD006380.pub3"	"Pharmacologic interventions for treating phantom limb pain"	2016
"children_and_adults"	"10.1002/14651858.CD006623.pub3"	"Deliberate hypotension with propofol under anaesthesia for functional endoscopic sinus surgery (FESS)"	2016
"children_and_adults"	"10.1002/14651858.CD012371"	"Psychological therapies for children and adolescents exposed to trauma"	2016
"children_and_adults"	"10.1002/14651858.CD011175.pub2"	"Interventions for patients and caregivers to improve knowledge of sickle cell disease and recognition of its related complications"	2016
"children"	"10.1002/14651858.CD010613.pub2"	"Intensity of continuous renal replacement therapy for acute kidney injury"	2016
"children"	"10.1002/14651858.CD001071.pub3"	"Non‐nutritive sucking for increasing physiologic stability and nutrition in preterm infants"	2016
"children"	"10.1002/14651858.CD005520.pub3"	"Oral appliances and functional orthopaedic appliances for obstructive sleep apnoea in children"	2016
"children"	"10.1002/14651858.CD006170.pub5"	"Methods of milk expression for lactating women"	2016
"children"	"10.1002/14651858.CD003715.pub3"	"Oral 5‐aminosalicylic acid for maintenance of medically‐induced remission in Crohn's disease"	2016
"children"	"10.1002/14651858.CD007480.pub3"	"Vitamin A supplementation for the prevention of morbidity and mortality in infants one to six months of age"	2016
"children"	"10.1002/14651858.CD009398.pub3"	"Polyunsaturated fatty acids (PUFAs) for children with specific learning disorders"	2016
"children"	"10.1002/14651858.CD009067.pub3"	"Baby‐led compared with scheduled (or mixed) breastfeeding for successful breastfeeding"	2016
"children"	"10.1002/14651858.CD010229.pub2"	"Lasers for caries removal in deciduous and permanent teeth"	2016
"children_and_adults"	"10.1002/14651858.CD008865.pub4"	"Pneumococcal vaccines for cystic fibrosis"	2016
"children_and_adults"	"10.1002/14651858.CD011818.pub2"	"Cognitive behavioural therapy (CBT) for adults and adolescents with asthma"	2016
"children"	"10.1002/14651858.CD011756.pub2"	"Plasma transfusions prior to insertion of central lines for people with abnormal coagulation"	2016
"children"	"10.1002/14651858.CD006883.pub3"	"Antifibrinolytic agents for reducing blood loss in scoliosis surgery in children"	2016
"children"	"10.1002/14651858.CD010166.pub2"	"Population‐level interventions in government jurisdictions for dietary sodium reduction"	2016
"children"	"10.1002/14651858.CD009999.pub2"	"Pain‐relieving agents for infantile colic"	2016
"children"	"10.1002/14651858.CD010866.pub2"	"Screening for genital chlamydia infection"	2016
"children"	"10.1002/14651858.CD010467.pub2"	"Intravenous versus inhalational techniques for rapid emergence from anaesthesia in patients undergoing brain tumour surgery"	2016
"children"	"10.1002/14651858.CD000456.pub5"	"Synchronized mechanical ventilation for respiratory support in newborn infants"	2016
"children"	"10.1002/14651858.CD012091.pub2"	"Six months therapy for tuberculous meningitis"	2016
"children"	"10.1002/14651858.CD010758.pub2"	"Vilanterol and fluticasone furoate for asthma"	2016
"children"	"10.1002/14651858.CD007719.pub4"	"Routine vitamin A supplementation for the prevention of blindness due to measles infection in children"	2016
"children"	"10.1002/14651858.CD005255.pub5"	"Responsive versus scheduled feeding for preterm infants"	2016
"children"	"10.1002/14651858.CD005092.pub3"	"Cup feeding versus other forms of supplemental enteral feeding for newborn infants unable to fully breastfeed"	2016
"children"	"10.1002/14651858.CD006462.pub4"	"Early additional food and fluids for healthy breastfed full‐term infants"	2016
"children"	"10.1002/14651858.CD007202.pub4"	"Effect of restricted pacifier use in breastfeeding term infants for increasing duration of breastfeeding"	2016
"children"	"10.1002/14651858.CD007791.pub4"	"Pharmacological treatments for Friedreich ataxia"	2016
"children"	"10.1002/14651858.CD006641.pub3"	"Rooming‐in for new mother and infant versus separate care for increasing the duration of breastfeeding"	2016
"children"	"10.1002/14651858.CD002771.pub4"	"Kangaroo mother care to reduce morbidity and mortality in low birthweight infants"	2016
"children_and_adults"	"10.1002/14651858.CD008011.pub3"	"Medical interventions for treating anthracycline‐induced symptomatic and asymptomatic cardiotoxicity during and after treatment for childhood cancer"	2016
"children"	"10.1002/14651858.CD005586.pub3"	"Instruments for assessing readiness to commence suck feeds in preterm infants: effects on time to establish full oral feeding and duration of hospitalisation"	2016
"children_and_adults"	"10.1002/14651858.CD009678.pub2"	"Nutritional interventions for survivors of childhood cancer"	2016
"children_and_adults"	"10.1002/14651858.CD007871.pub3"	"Thromboelastography (TEG) or thromboelastometry (ROTEM) to monitor haemostatic treatment versus usual care in adults or children with bleeding"	2016
"children_and_adults"	"10.1002/14651858.CD005632.pub3"	"Steroid avoidance or withdrawal for kidney transplant recipients"	2016
"children"	"10.1002/14651858.CD010982.pub2"	"Alternatives, and adjuncts, to prophylactic platelet transfusion for people with haematological malignancies undergoing intensive chemotherapy or stem cell transplantation"	2016
"children"	"10.1002/14651858.CD000501.pub4"	"Vitamin A supplementation to prevent mortality and short‐ and long‐term morbidity in very low birth weight infants"	2016
"children"	"10.1002/14651858.CD008942.pub2"	"Venous cutdown versus the Seldinger technique for placement of totally implantable venous access ports"	2016
"children"	"10.1002/14651858.CD010531.pub2"	"Endothelin receptor antagonists for persistent pulmonary hypertension in term and late preterm infants"	2016
"children_and_adults"	"10.1002/14651858.CD011014.pub2"	"Polyunsaturated fatty acid supplementation for drug‐resistant epilepsy"	2016
"children"	"10.1002/14651858.CD009118.pub3"	"Osmotic and stimulant laxatives for the management of childhood constipation"	2016
"children_and_adults"	"10.1002/14651858.CD011325.pub2"	"Non‐pharmacological interventions for cognitive impairment due to systemic cancer treatment"	2016
"children"	"10.1002/14651858.CD006420.pub2"	"Isolation as a strategy for controlling the transmission of hepatitis C virus (HCV) infection in haemodialysis units"	2016
"children_and_adults"	"10.1002/14651858.CD006967.pub4"	"Melatonin as add‐on treatment for epilepsy"	2016
"children"	"10.1002/14651858.CD009677.pub2"	"Mobile clinics for women's and children's health"	2016
"children_and_adults"	"10.1002/14651858.CD010741.pub2"	"Normal saline versus lower‐chloride solutions for kidney transplantation"	2016
"children_and_adults"	"10.1002/14651858.CD003380.pub4"	"Cognitive behavioural therapy (CBT), third‐wave CBT and interpersonal therapy (IPT) based interventions for preventing depression in children and adolescents"	2016
"children"	"10.1002/14651858.CD008392.pub3"	"Preoperative analgesics for additional pain relief in children and adolescents having dental treatment"	2016
"children"	"10.1002/14651858.CD010726.pub2"	"Nitrates for the prevention of cardiac morbidity and mortality in patients undergoing non‐cardiac surgery"	2016
"children_and_adults"	"10.1002/14651858.CD010181.pub2"	"Platinum‐induced hearing loss after treatment for childhood cancer"	2016
"children"	"10.1002/14651858.CD007095.pub3"	"Xylitol for preventing acute otitis media in children up to 12 years of age"	2016
"children_and_adults"	"10.1002/14651858.CD011714.pub2"	"Home telemonitoring and remote feedback between clinic visits for asthma"	2016
"children_and_adults"	"10.1002/14651858.CD011205.pub2"	"Guanylate cyclase stimulators for pulmonary hypertension"	2016
"children"	"10.1002/14651858.CD003680.pub3"	"Group‐based parent training programmes for improving emotional and behavioural adjustment in young children"	2016
"children"	"10.1002/14651858.CD002284.pub2"	"Fluoride mouthrinses for preventing dental caries in children and adolescents"	2016
"children_and_adults"	"10.1002/14651858.CD004598.pub4"	"Local anaesthetic sympathetic blockade for complex regional pain syndrome"	2016
"children"	"10.1002/14651858.CD004764.pub3"	"Patching for corneal abrasion"	2016
"children"	"10.1002/14651858.CD006663.pub4"	"Enzyme replacement therapy for Anderson‐Fabry disease"	2016
"children"	"10.1002/14651858.CD007743.pub6"	"Palivizumab for prophylaxis against respiratory syncytial virus infection in children with cystic fibrosis"	2016
"children_and_adults"	"10.1002/14651858.CD008045.pub2"	"Percutaneous techniques versus surgical techniques for tracheostomy"	2016
"children"	"10.1002/14651858.CD006937.pub3"	"Speech therapy for children with dysarthria acquired before three years of age"	2016
"children_and_adults"	"10.1002/14651858.CD007025.pub4"	"Motivational interviewing for the prevention of alcohol misuse in young adults"	2016
"children"	"10.1002/14651858.CD001942.pub5"	"Corticosteroids for Bell's palsy (idiopathic facial paralysis)"	2016
"children"	"10.1002/14651858.CD001069.pub5"	"Sucrose for analgesia in newborn infants undergoing painful procedures"	2016
"children_and_adults"	"10.1002/14651858.CD005405.pub4"	"Oral anti‐pseudomonal antibiotics for cystic fibrosis"	2016
"children"	"10.1002/14651858.CD010716.pub2"	"Surgery versus non‐surgical management for unilateral ureteric‐pelvic junction obstruction in newborns and infants less than two years of age"	2016
"children"	"10.1002/14651858.CD008890.pub4"	"Intracystic bleomycin for cystic craniopharyngiomas in children"	2016
"children"	"10.1002/14651858.CD011914.pub2"	"Codeine versus placebo for chronic cough in children"	2016
"children_and_adults"	"10.1002/14651858.CD010140.pub2"	"Skin antisepsis for reducing central venous catheter‐related infections"	2016
"children_and_adults"	"10.1002/14651858.CD011195.pub2"	"Central venous catheter (CVC) removal for patients of all ages with candidaemia"	2016
"children_and_adults"	"10.1002/14651858.CD003839.pub3"	"Self‐monitoring and self‐management of oral anticoagulation"	2016
"children_and_adults"	"10.1002/14651858.CD011020.pub2"	"Technological aids for the rehabilitation of memory and executive functioning in children and adolescents with acquired brain injury"	2016
"children_and_adults"	"10.1002/14651858.CD012161"	"Short‐acting insulin analogues versus regular human insulin for adults with type 1 diabetes mellitus"	2016
"children"	"10.1002/14651858.CD006941.pub2"	"Opioids for restless legs syndrome"	2016
"children"	"10.1002/14651858.CD006837.pub3"	"High initial concentration versus low initial concentration sevoflurane for inhalational induction of anaesthesia"	2016
"children_and_adults"	"10.1002/14651858.CD006086.pub4"	"Nutritional supplements for people being treated for active tuberculosis"	2016
"children_and_adults"	"10.1002/14651858.CD012249"	"School‐based interventions for improving contraceptive use in adolescents"	2016
"children_and_adults"	"10.1002/14651858.CD009034.pub2"	"Sequential versus standard triple first‐line therapy for   Helicobacter pylori eradication"	2016
"children_and_adults"	"10.1002/14651858.CD002787.pub3"	"Inhaled nitric oxide for acute respiratory distress syndrome (ARDS) in children and adults"	2016
"children_and_adults"	"10.1002/14651858.CD010439.pub2"	"Radiotherapy for diffuse brainstem glioma in children and young adults"	2016
"children"	"10.1002/14651858.CD009043.pub3"	"Aripiprazole for autism spectrum disorders (ASD)"	2016
"children"	"10.1002/14651858.CD010123.pub2"	"Integrated management of childhood illness (IMCI) strategy for children under five"	2016
"children"	"10.1002/14651858.CD010696.pub2"	"Betahistine for symptoms of vertigo"	2016
"children_and_adults"	"10.1002/14651858.CD005599.pub5"	"Topical cystic fibrosis transmembrane conductance regulator gene replacement for cystic fibrosis‐related lung disease"	2016
"children"	"10.1002/14651858.CD009163.pub3"	"Antibiotics for otitis media with effusion in children"	2016
"children"	"10.1002/14651858.CD011566.pub2"	"Pharmacological interventions for clozapine‐induced sinus tachycardia"	2016
"children"	"10.1002/14651858.CD009873.pub3"	"Massage with or without aromatherapy for symptom relief in people with cancer"	2016
"children"	"10.1002/14651858.CD011750.pub2"	"Systemic treatment for blepharokeratoconjunctivitis in children"	2016
"children"	"10.1002/14651858.CD005144.pub3"	"Nutritional support for critically ill children"	2016
"children_and_adults"	"10.1002/14651858.CD007126.pub3"	"Single dose intravenous paracetamol or intravenous propacetamol for postoperative pain"	2016
"children"	"10.1002/14651858.CD011877.pub2"	"Epinephrine for transient tachypnea of the newborn"	2016
"children"	"10.1002/14651858.CD010247.pub3"	"Antiepileptic drugs for the primary and secondary prevention of seizures in viral encephalitis"	2016
"children_and_adults"	"10.1002/14651858.CD009491.pub2"	"Midazolam for sedation before procedures"	2016
"children_and_adults"	"10.1002/14651858.CD002218.pub2"	"Antibiotics versus no treatment for toxoplasma retinochoroiditis"	2016
"children"	"10.1002/14651858.CD010714.pub2"	"Fasting for haemostasis in children with gastrointestinal bleeding"	2016
"children_and_adults"	"10.1002/14651858.CD009913.pub2"	"Fixed‐dose combinations of drugs versus single‐drug formulations for treating pulmonary tuberculosis"	2016
"children_and_adults"	"10.1002/14651858.CD011801.pub2"	"Different oral corticosteroid regimens for acute asthma"	2016
"children"	"10.1002/14651858.CD004685.pub3"	"Systemic antifungal therapy for tinea capitis in children"	2016
"children"	"10.1002/14651858.CD006685.pub4"	"Pharmacological treatment for Kleine‐Levin syndrome"	2016
"children"	"10.1002/14651858.CD004073.pub4"	"Vitamin supplementation for preventing miscarriage"	2016
"children"	"10.1002/14651858.CD010548.pub2"	"High frequency jet ventilation versus high frequency oscillatory ventilation for pulmonary dysfunction in preterm infants"	2016
"children"	"10.1002/14651858.CD011718.pub2"	"Heparin for the prevention of intraventricular haemorrhage in preterm infants"	2016
"children"	"10.1002/14651858.CD001240.pub3"	"Prophylactic barbiturate use for the prevention of morbidity and mortality following perinatal asphyxia"	2016
"children"	"10.1002/14651858.CD003725.pub4"	"Corticosteroids for the treatment of Duchenne muscular dystrophy"	2016
"children_and_adults"	"10.1002/14651858.CD003827.pub3"	"Gauze and tape and transparent polyurethane dressings for central venous catheters"	2016
"children"	"10.1002/14651858.CD003711.pub6"	"Herbal medicines for viral myocarditis"	2016
"children"	"10.1002/14651858.CD011050.pub2"	"Intravenous magnesium sulfate for treating children with acute asthma in the emergency department"	2016
"children_and_adults"	"10.1002/14651858.CD009794.pub2"	"Transition of care for adolescents from paediatric services to adult health services"	2016
"children_and_adults"	"10.1002/14651858.CD005339.pub2"	"Granulocyte transfusions for treating infections in people with neutropenia or neutrophil dysfunction"	2016
"children_and_adults"	"10.1002/14651858.CD002244.pub4"	"Corticosteroids for managing tuberculous meningitis"	2016
"children_and_adults"	"10.1002/14651858.CD011361.pub2"	"Self management interventions for type 2 diabetes in adult people with severe mental illness"	2016
"children_and_adults"	"10.1002/14651858.CD010346.pub2"	"Yoga for asthma"	2016
"children"	"10.1002/14651858.CD002929.pub3"	"Disposable surgical face masks for preventing surgical wound infection in clean surgery"	2016
"children_and_adults"	"10.1002/14651858.CD011996.pub2"	"Intranasal steroids versus placebo or no intervention for chronic rhinosinusitis"	2016
"children_and_adults"	"10.1002/14651858.CD011992.pub2"	"Short‐course oral steroids as an adjunct therapy for chronic rhinosinusitis"	2016
"children_and_adults"	"10.1002/14651858.CD011994.pub2"	"Systemic and topical antibiotics for chronic rhinosinusitis"	2016
"children_and_adults"	"10.1002/14651858.CD009484.pub2"	"Vapocoolants (cold spray) for pain treatment during intravenous cannulation"	2016
"children_and_adults"	"10.1002/14651858.CD011993.pub2"	"Different types of intranasal steroids for chronic rhinosinusitis"	2016
"children"	"10.1002/14651858.CD009274.pub2"	"Topical steroid for chronic rhinosinusitis without polyps"	2016
"children_and_adults"	"10.1002/14651858.CD006394.pub3"	"Nasal saline irrigations for the symptoms of chronic rhinosinusitis"	2016
"children"	"10.1002/14651858.CD006247.pub3"	"Low bacterial diet versus control diet to prevent infection in cancer patients treated with chemotherapy causing episodes of neutropenia"	2016
"children_and_adults"	"10.1002/14651858.CD003868.pub4"	"Oral morphine for cancer pain"	2016
"children"	"10.1002/14651858.CD010816.pub2"	"Bortezomib for the treatment of multiple myeloma"	2016
"children"	"10.1002/14651858.CD008436.pub3"	"Early removal versus expectant management of central venous catheters in neonates with bloodstream infection"	2016
"children_and_adults"	"10.1002/14651858.CD010745.pub2"	"Urinary alkalisation for symptomatic uncomplicated urinary tract infection in women"	2016
"children"	"10.1002/14651858.CD005220.pub2"	"Drugs for the acute treatment of migraine in children and adolescents"	2016
"children_and_adults"	"10.1002/14651858.CD011715.pub2"	"Remote versus face‐to‐face check‐ups for asthma"	2016
"children"	"10.1002/14651858.CD001457.pub6"	"Glutamine supplementation to prevent morbidity and mortality in preterm infants"	2016
"children_and_adults"	"10.1002/14651858.CD007854.pub3"	"Acupuncture for dysmenorrhoea"	2016
"children_and_adults"	"10.1002/14651858.CD009747.pub2"	"Daily iron supplementation for improving anaemia, iron status and health in menstruating women"	2016
"children"	"10.1002/14651858.CD008313.pub3"	"Co‐bedding in neonatal nursery for promoting growth and neurodevelopment in stable preterm twins"	2016
"children_and_adults"	"10.1002/14651858.CD006419.pub4"	"Antihelminthics in helminth‐endemic areas: effects on HIV disease progression"	2016
"children"	"10.1002/14651858.CD011131.pub2"	"Infraorbital nerve block for postoperative pain following cleft lip repair in children"	2016
"children"	"10.1002/14651858.CD011017.pub2"	"Breathing exercises for children with asthma"	2016
"children_and_adults"	"10.1002/14651858.CD010631.pub2"	"Chlorpromazine versus atypical antipsychotic drugs for schizophrenia"	2016
"children_and_adults"	"10.1002/14651858.CD010204.pub2"	"Psychological therapies for post‐traumatic stress disorder and comorbid substance use disorder"	2016
"children"	"10.1002/14651858.CD001816.pub3"	"Oral immunoglobulin for preventing necrotizing enterocolitis in preterm and low birth weight neonates"	2016
"children_and_adults"	"10.1002/14651858.CD004085.pub4"	"High‐frequency oscillatory ventilation versus conventional ventilation for acute respiratory distress syndrome"	2016
"children_and_adults"	"10.1002/14651858.CD011166.pub2"	"Surgical versus conservative interventions for treating anterior cruciate ligament injuries"	2016
"children"	"10.1002/14651858.CD010836.pub2"	"Interventions for treating ankle fractures in children"	2016
"children_and_adults"	"10.1002/14651858.CD008796.pub3"	"Physical exercise training interventions for children and young adults during and after treatment for childhood cancer"	2016
"children_and_adults"	"10.1002/14651858.CD012025.pub2"	"Brief educational strategies for improving contraception use in young people"	2016
"children"	"10.1002/14651858.CD005944.pub3"	"Vitamin A supplementation for postpartum women"	2016
"children"	"10.1002/14651858.CD011082.pub2"	"Antimicrobial dressings for the prevention of catheter‐related infections in newborn infants with central venous catheters"	2016
"children"	"10.1002/14651858.CD002124.pub2"	"Dietary supplements for dysmenorrhoea"	2016
"children"	"10.1002/14651858.CD011636.pub2"	"Antithrombin for the prevention of intraventricular hemorrhage in very preterm infants"	2016
"children"	"10.1002/14651858.CD009733.pub3"	"Antifibrinolytics (lysine analogues) for the prevention of bleeding in people with haematological disorders"	2016
"children_and_adults"	"10.1002/14651858.CD010135.pub2"	"Spectral entropy monitoring for adults and children undergoing general anaesthesia"	2016
"children"	"10.1002/14651858.CD003592.pub2"	"Antidepressants for generalised anxiety disorder (GAD)"	2016
"children"	"10.1002/14651858.CD012105"	"Diet, physical activity, and behavioural interventions for the treatment of overweight or obesity in preschool children up to the age of 6 years"	2016
"children"	"10.1002/14651858.CD009926.pub2"	"Subsidising artemisinin‐based combination therapy in the private retail sector"	2016
"children_and_adults"	"10.1002/14651858.CD007517.pub3"	"Adhesively bonded versus non‐bonded amalgam restorations for dental caries"	2016
"children"	"10.1002/14651858.CD009199.pub3"	"Posture and fluids for preventing post‐dural puncture headache"	2016
"children"	"10.1002/14651858.CD011493.pub2"	"Frequency of endotracheal suctioning for the prevention of respiratory morbidity in ventilated newborns"	2016
"children_and_adults"	"10.1002/14651858.CD005008.pub4"	"Different dosage schedules for reducing cardiotoxicity in people with cancer receiving anthracycline chemotherapy"	2016
"children"	"10.1002/14651858.CD007880.pub3"	"Antibiotics for preventing suppurative complications from undifferentiated acute respiratory infections in children under five years of age"	2016
"children"	"10.1002/14651858.CD006589.pub4"	"Oral iron supplements for children in malaria‐endemic areas"	2016
"children"	"10.1002/14651858.CD008455.pub2"	"Interventions for treating bisphosphonate‐related osteonecrosis of the jaw (BRONJ)"	2016
"children"	"10.1002/14651858.CD009687.pub2"	"Topical treatments for scalp psoriasis"	2016
"children"	"10.1002/14651858.CD002029.pub4"	"Psychological treatments for epilepsy"	2016
"children"	"10.1002/14651858.CD008139.pub4"	"Neuraminidase inhibitors for the treatment of influenza infection in people with cystic fibrosis"	2016
"children"	"10.1002/14651858.CD008382.pub2"	"Very early discharge versus early discharge versus non‐early discharge in children with cancer and febrile neutropenia"	2016
"children"	"10.1002/14651858.CD010647.pub2"	"Supplementation with multiple micronutrients for breastfeeding women for improving outcomes for the mother and baby"	2016
"children_and_adults"	"10.1002/14651858.CD007874.pub2"	"Lidocaine for reducing propofol‐induced pain on induction of anaesthesia in adults"	2016
"children"	"10.1002/14651858.CD004955.pub3"	"Puerarin for ischaemic stroke"	2016
"children"	"10.1002/14651858.CD011494.pub2"	"Transcutaneous carbon dioxide monitoring for the prevention of neonatal morbidity and mortality"	2016
"children"	"10.1002/14651858.CD006111.pub3"	"Piracetam for reducing the incidence of painful sickle cell disease crises"	2016
"children_and_adults"	"10.1002/14651858.CD008774.pub2"	"Specific allergen immunotherapy for the treatment of atopic eczema"	2016
"children_and_adults"	"10.1002/14651858.CD009346.pub2"	"Pharmacological and non‐pharmacological interventions for reducing rocuronium bromide induced pain on injection in children and adults"	2016
"children"	"10.1002/14651858.CD011349.pub2"	"Conjunctival autograft for pterygium"	2016
"children_and_adults"	"10.1002/14651858.CD004303.pub4"	"Interventions for dysphagia in long‐term, progressive muscle disease"	2016
"children"	"10.1002/14651858.CD005370.pub3"	"Antithrombin III for critically ill patients"	2016
"children"	"10.1002/14651858.CD008185.pub4"	"Enzyme replacement therapy with idursulfase for mucopolysaccharidosis type II (Hunter syndrome)"	2016
"children"	"10.1002/14651858.CD005992.pub3"	"Legislative smoking bans for reducing harms from secondhand smoke exposure, smoking prevalence and tobacco consumption"	2016
"children"	"10.1002/14651858.CD009624.pub2"	"The role of iron in the management of chemotherapy‐induced anemia in cancer patients receiving erythropoiesis‐stimulating agents"	2016
"children"	"10.1002/14651858.CD009996.pub2"	"Amphetamines for attention deficit hyperactivity disorder (ADHD) in children and adolescents"	2016
"children_and_adults"	"10.1002/14651858.CD005215.pub3"	"Interventions for preventing unintended pregnancies among adolescents"	2016
"children"	"10.1002/14651858.CD009198.pub2"	"Percutaneous endoscopic gastrostomy versus percutaneous radiological gastrostomy for swallowing disturbances"	2016
"children"	"10.1002/14651858.CD007786.pub3"	"Antiemetic medication for prevention and treatment of chemotherapy‐induced nausea and vomiting in childhood"	2016
"children_and_adults"	"10.1002/14651858.CD009213.pub2"	"Frequency of dressing changes for central venous access devices on catheter‐related infections"	2016
"children"	"10.1002/14651858.CD011382.pub2"	"Enhanced recovery protocols for major upper gastrointestinal, liver and pancreatic surgery"	2016
"children"	"10.1002/14651858.CD009704.pub2"	"Smoking cessation advice for people with serious mental illness"	2016
"children"	"10.1002/14651858.CD010375.pub2"	"Water precautions for prevention of infection in children with ventilation tubes (grommets)"	2016
"children_and_adults"	"10.1002/14651858.CD011281.pub2"	"Subcutaneous rapid‐acting insulin analogues for diabetic ketoacidosis"	2016
"children_and_adults"	"10.1002/14651858.CD006838.pub4"	"Anti‐inflammatory drugs and analgesics for managing symptoms in people with cystic fibrosis‐related arthritis"	2016
"children"	"10.1002/14651858.CD011484.pub2"	"Washed versus unwashed red blood cells for transfusion for the prevention of morbidity and mortality in preterm infants"	2016
"children"	"10.1002/14651858.CD002117.pub2"	"Tricyclic and related drugs for nocturnal enuresis in children"	2016
"children"	"10.1002/14651858.CD008969.pub3"	"Brief school‐based interventions and behavioural outcomes for substance‐using adolescents"	2016
"children"	"10.1002/14651858.CD011181.pub2"	"Antibody therapies for lymphoma in children"	2016
"children"	"10.1002/14651858.CD006703.pub3"	"Interventions for the management of submucous cleft palate"	2016
"children"	"10.1002/14651858.CD006700.pub3"	"Acyclovir for treating primary herpetic gingivostomatitis"	2016
"children"	"10.1002/14651858.CD007745.pub3"	"Ivermectin versus albendazole or thiabendazole for   Strongyloides stercoralis infection"	2016
"children_and_adults"	"10.1002/14651858.CD004920.pub3"	"Antifungal agents for preventing fungal infections in non‐neutropenic critically ill patients"	2016
"children_and_adults"	"10.1002/14651858.CD009823.pub3"	"Interventions for promoting reintegration and reducing harmful behaviour and lifestyles in street‐connected children and young people"	2016
"children"	"10.1002/14651858.CD009634.pub2"	"Intranasal or transdermal nicotine for the treatment of postoperative pain"	2016
"children_and_adults"	"10.1002/14651858.CD010709.pub2"	"Pre‐emptive correction for haemodialysis arteriovenous access stenosis"	2016
"children_and_adults"	"10.1002/14651858.CD008056.pub3"	"Linezolid versus vancomycin for skin and soft tissue infections"	2016
"children"	"10.1002/14651858.CD005512.pub3"	"Preformed crowns for decayed primary molar teeth"	2015
"children_and_adults"	"10.1002/14651858.CD008772.pub2"	"Probiotics for preventing urinary tract infections in adults and children"	2015
"children"	"10.1002/14651858.CD012008"	"Parent‐only interventions for childhood overweight or obesity in children aged 5 to 11 years"	2015
"children"	"10.1002/14651858.CD010249.pub2"	"Comparison of animal‐derived surfactants for the prevention and treatment of respiratory distress syndrome in preterm infants"	2015
"children"	"10.1002/14651858.CD010155.pub3"	"Low‐molecular‐weight heparins for managing vaso‐occlusive crises in people with sickle cell disease"	2015
"children"	"10.1002/14651858.CD004848.pub2"	"Common antiepileptic drugs in pregnancy in women with epilepsy"	2015
"children"	"10.1002/14651858.CD007820.pub3"	"Interventions for treating traumatised ankylosed permanent front teeth"	2015
"children"	"10.1002/14651858.CD004449.pub4"	"Recombinant factor VIIa concentrate versus plasma‐derived concentrates for treating acute bleeding episodes in people with haemophilia and inhibitors"	2015
"children_and_adults"	"10.1002/14651858.CD001917.pub4"	"Home versus hospital intravenous antibiotic therapy for cystic fibrosis"	2015
"children_and_adults"	"10.1002/14651858.CD009871.pub2"	"Non‐pharmacological interventions for depression in adults and children with traumatic brain injury"	2015
"children"	"10.1002/14651858.CD007950.pub3"	"Effects and safety of periconceptional oral folate supplementation for preventing birth defects"	2015
"children"	"10.1002/14651858.CD010143.pub2"	"Surgery for Dupuytren's contracture of the fingers"	2015
"children"	"10.1002/14651858.CD000407.pub4"	"Oral steroids for long‐term use in cystic fibrosis"	2015
"children_and_adults"	"10.1002/14651858.CD010513.pub2"	"Knee orthoses for treating patellofemoral pain syndrome"	2015
"children"	"10.1002/14651858.CD010164.pub2"	"Antibiotic prophylaxis for surgical site infection in people undergoing liver transplantation"	2015
"children_and_adults"	"10.1002/14651858.CD009745.pub2"	"Leukoreduction for the prevention of adverse reactions from allogeneic blood transfusion"	2015
"children"	"10.1002/14651858.CD009172.pub2"	"Alternative lipid emulsions versus pure soy oil based lipid emulsions for parenterally fed preterm infants"	2015
"children"	"10.1002/14651858.CD011771.pub2"	"Comparison of different platelet transfusion thresholds prior to insertion of central lines in patients with thrombocytopenia"	2015
"children_and_adults"	"10.1002/14651858.CD009345.pub2"	"Antihistamines for the common cold"	2015
"children"	"10.1002/14651858.CD009736.pub2"	"Decision aids for people considering taking part in clinical trials"	2015
"children"	"10.1002/14651858.CD008867.pub3"	"Nutritional advice for improving outcomes in multiple pregnancies"	2015
"children"	"10.1002/14651858.CD010017.pub2"	"Anti‐TNF agents for paediatric psoriasis"	2015
"children"	"10.1002/14651858.CD007949.pub2"	"Addition of long‐acting beta2‐agonists to inhaled corticosteroids for chronic asthma in children"	2015
"children_and_adults"	"10.1002/14651858.CD010481.pub2"	"Amphotericin B deoxycholate versus liposomal amphotericin B: effects on kidney function"	2015
"children_and_adults"	"10.1002/14651858.CD008351.pub3"	"Airway clearance techniques for bronchiectasis"	2015
"children"	"10.1002/14651858.CD003064.pub3"	"Diuretics for transient tachypnoea of the newborn"	2015
